SampleID	Index	Remove.SH	Remove.SHMI	PLFA_ID	Cornell_ID	State	Site	Cluster	Trt	Field_ID	Collection_Date	Plant_Stage	Latitude	Longitude	Upper_depth	Lower_depth	Current_Land_Use	Cover_Type	Cover_Crop	Crop_Rotation	System_Years	Notes	Start_Date	Cover_0_Planting	Cover_0_Harvest	Crop_1_Planting	Crop_1_Harvest	Cover_1_Planting	Cover_1_Harvest	Crop_2_Planting	Crop_2_Harvest	Cover_2_Planting	Cover_2_Harvest	Crop_3_Planting	Crop_3_Harvest	Cover_3_Planting	Cover_3_Harvest	Stop_Date	Cover_Roots	Crop_Roots	All_Roots	Current_Crop	Previous_Crop	Tillage_Type	Depth	Tillage_Start	Planter Type	Planter_Start	Removal_Type	Residue_Retained	Fertilizer_Type	N_Annual_Rate	P_Annual_Rate	K_Annual_Rate	Fertilizer_Applications_per_Year	Irrigation_Type	Annual_Rate	Irrigation_Applications_per_Year	Grazing_Type	Stocking_Rate	Animal_Type	Rest_Period	Yield_Type	Yield	Units	C Saturation Deficit	texture_class	sand	silt	clay	water_cap	water_capacity_rating	agg_stab	aggregate_stability_rating	SOM	organic_matter_rating	ace	ace_soil_protein_index_rating	resp	respiration_rating	activeC	active_carbon_rating	ph	ph_rating	p	p_rating	k	k_rating	mg	fe	mn	zn	minor_elements_rating	Overall	beta_glucosidase	PLFA	DNA	qPCR	root	rich	dist	ClimateZ
ID2Cas2b.s1	658	No	No	SHI-0665	SS324	ID	ID6	ID6_Cas2	Cas2	ID2Cas2b	8/2/2018	in-season	43.719	-116.903	0	15	cropland.perennial	perennial	None	Hops	1		8/2/2016							8/2/2016	8/2/2018							8/2/2018	0	100	100	Hops	Hops	Zone till																						32.08	silt loam	9.78	63.28	26.94	0.33	99.5	4.52	7.06	2.8	41.3	3.26	16.34	0.41	26.17	346.6	20.35	6.33	100	18.6	100	379.4	100	645.5	2.2	18.6	1.4	100	61.07		50778.56	5023.69	7.70E+08	100	1	2	BSk
WA1Cas1a.s1	659	No	No	SHI-0666	SS325	WA	WA1	WA1_Cas1	Cas1	WA1Cas1a	7/22/2018	in-season	46.217	-120.001	0	15	cropland.perennial	perennial	None	Hops	1		7/22/2016							7/22/2016	7/22/2018							7/22/2018	0	100	100	Hops	Hops	Zone till																						26.35	silt loam	37.81	50.41	11.78	0.24	87.6	6.23	8.44	2.54	30.47	5.28	35.6	0.4	25.41	410.31	31.39	6.92	100	58.9	7.53	699.3	100	401	1.6	3.6	4.2	100	52.64		56826.49	8714.88	2.15E+09	100	1	2	BSk
WA1Cas1b.s1	660	No	No	SHI-0667	SS326	WA	WA1	WA1_Cas1	Cas1	WA1Cas1b	7/22/2018	in-season	46.216	-120.001	0	15	cropland.perennial	perennial	None	Hops	1		7/22/2016							7/22/2016	7/22/2018							7/22/2018	0	100	100	Hops	Hops	Zone till																						26.46	silt loam	37.45	51.23	11.31	0.25	92.26	11.73	14.22	2.47	27.97	5.29	35.69	0.34	19.09	424.87	34.23	6.95	100	60.3	7.28	679.2	100	414.1	1.4	2.9	3.1	100	53.07		63551.51	7326.9	1.76E+09	100	1	2	BSk
WA1Cas1c.s1	661	No	No	SHI-0668	SS327	WA	WA1	WA1_Cas1	Cas1	WA1Cas1c	7/22/2018	in-season	46.215	-120.002	0	15	cropland.perennial	perennial	None	Hops	1		7/22/2016							7/22/2016	7/22/2018							7/22/2018	0	100	100	Hops	Hops	Zone till																						25.94	loam	40.02	48.29	11.69	0.24	90.12	4.03	6.7	2.44	26.59	5.51	38.18	0.25	11.86	375.72	25.09	5.72	35.81	15.8	100	349.1	100	355.7	4.2	6.2	3.4	100	53.43		46892.65	6722.93	1.26E+09	100	1	2	BSk
WA2Cas2a.s1	662	No	No	SHI-0669	SS328	WA	WA2	WA2_Cas2	Cas2	WA2Cas2a	7/23/2018	in-season	46.244	-120.002	0	15	cropland.perennial	perennial	None	Hops	1		7/23/2016							7/23/2016	7/23/2018							7/23/2018	0	100	100	Hops	Hops	Zone till																						21.46	sandy loam	61.77	29.01	9.22	0.21	88.15	9.2	9.03	2.29	64.04	6.37	38.47	0.42	27.73	495.85	59.07	7.02	100	110.7	0	805.1	100	334.2	2.3	4.3	6.8	100	58.65		53235.83	10492.17	2.33E+09	100	1	2	BSk
WA2Cas2b.s1	663	No	No	SHI-0670	SS329	WA	WA2	WA2_Cas2	Cas2	WA2Cas2b	7/23/2018	in-season	46.194	-120.002	0	15	cropland.perennial	perennial	None	Hops	1		7/23/2016							7/23/2016	7/23/2018							7/23/2018	0	100	100	Hops	Hops	Zone till																						21.05	sandy loam	62.4	28.8	8.8	0.18	75.05	19.39	18.51	2.77	83.34	7.94	56.17	0.48	34.4	506.77	61.17	6.94	100	129.4	0	1378.8	100	394.8	3.1	7.5	7.9	100	62.86		62988.79	12688.67	4.28E+09	100	1	2	BSk
WA2Cas2c.s1	664	No	No	SHI-0671	SS330	WA	WA2	WA2_Cas2	Cas2	WA2Cas2c	7/23/2018	in-season	46.193	-120.002	0	15	cropland.perennial	perennial	None	Hops	1		7/23/2016							7/23/2016	7/23/2018							7/23/2018	0	100	100	Hops	Hops	Zone till																						22.69	sandy loam	54.49	35.5	10.01	0.21	88.54	21.19	20.68	2.81	84.48	6.94	44.82	0.54	42.51	499.49	59.77	6.69	100	111.4	0	1235.1	100	397.9	2.5	7.7	7.6	100	64.08		59830.55	11207.74	3.21E+09	100	1	2	BSk
WA2Cent2a.s1	665	No	No	SHI-0672	SS331	WA	WA2	WA2_Cent2	Cent2	WA2Cent2a	7/23/2018	in-season	46.244	-119.969	0	15	cropland.perennial	perennial	None	Hops	1		7/23/2016							7/23/2016	7/23/2018							7/23/2018	0	100	100	Hops	Hops	Zone till																						24.29	sandy loam	46.16	47.56	6.28	0.24	94.61	15.2	14.05	3.06	90.83	5.88	33.21	0.53	40.67	462.82	52.55	7.12	100	190.2	0	1185.2	100	507.1	2.5	15.1	6.4	100	62.59		69064.95	10274.4	2.60E+09	100	1	2	BSk
WA2Cent2b.s1	666	No	No	SHI-0673	SS332	WA	WA2	WA2_Cent2	Cent2	WA2Cent2b	7/23/2018	in-season	46.2	-120.114	0	15	cropland.perennial	perennial	None	Hops	1		7/23/2016							7/23/2016	7/23/2018							7/23/2018	0	100	100	Hops	Hops	Zone till																						23.62	loam	50.8	39.63	9.57	0.19	69.87	23.5	33.84	2.53	30.11	7.62	63.31	0.66	57.51	471.78	43.94	7.15	100	132.2	0	1452.5	100	401.4	3.4	18.3	6.6	100	59.86		52196.87	13507.11	2.51E+09	100	1	2	BSk
WA2Cent2c.s1	667	No	No	SHI-0674	SS333	WA	WA2	WA2_Cent2	Cent2	WA2Cent2c	7/23/2018	in-season	46.269	-120.016	0	15	cropland.perennial	perennial	None	Hops	1		7/23/2016							7/23/2016	7/23/2018							7/23/2018	0	100	100	Hops	Hops	Zone till																						23.86	loam	49.8	42.3	7.91	0.23	86.47	15.17	18.96	2.48	28.32	6.07	44.8	0.54	42.51	482.53	46.24	7	100	97.2	0.51	780.5	100	384.4	2.1	8.1	5.9	100	56.78		50835.48	11978.58	2.65E+09	100	1	2	BSk
WA1Cent1a.s1	668	No	No	SHI-0675	SS334	WA	WA1	WA1_Cent1	Cent1	WA1Cent1a	7/22/2018	in-season	46.217	-120.001	0	15	cropland.perennial	perennial	None	Hops	1		7/22/2016							7/22/2016	7/22/2018							7/22/2018	0	100	100	Hops	Hops	Zone till																						26.91	silt loam	35.26	54.03	10.71	0.25	92.75	3.72	6.48	2.49	28.67	5.12	33.78	0.25	11.86	425.18	34.3	6.2	96.55	44.7	10.14	484.1	100	375	2.1	4.1	2.7	100	51.45		37291.55	5782.13	1.31E+09	100	1	2	BSk
WA1Cent1b.s1	669	No	No	SHI-0676	SS335	WA	WA1	WA1_Cent1	Cent1	WA1Cent1b	7/22/2018	in-season	46.218	-120.001	0	15	cropland.perennial	perennial	None	Hops	1		7/22/2016							7/22/2016	7/22/2018							7/22/2018	0	100	100	Hops	Hops	Zone till																						27.46	silt loam	33.17	56.97	9.86	0.25	92.18	9.7	11.84	2.31	22.04	4.45	26.7	0.44	29.34	371.43	24.35	7.05	100	65	6.42	508.7	100	392.9	1.6	3.7	2.9	100	51.29		49591.67	6619.55	2.00E+09	100	1	2	BSk
WA1Cent1c.s1	670	No	No	SHI-0677	SS336	WA	WA1	WA1_Cent1	Cent1	WA1Cent1c	7/22/2018	in-season	46.218	-120.002	0	15	cropland.perennial	perennial	None	Hops	1		7/22/2016							7/22/2016	7/22/2018							7/22/2018	0	100	100	Hops	Hops	Zone till																						25.45	loam	42.66	46.59	10.75	0.21	76.64	9.91	12.06	2.32	22.66	5.21	34.78	0.3	16.04	398.31	29.13	6.43	100	59.9	7.35	683.2	100	387.3	1.7	2.9	3.5	100	49.87		48406.6	10533.69	1.98E+09	100	1	2	BSk
WA3Cent1a.s1	671	No	No	SHI-0678	SS337	WA	WA3	WA3_Cent1	Cent1	WA3Cent1a	7/25/2018	in-season	46.556	-120.355	0	15	cropland.perennial	perennial	None	Hops	1		7/25/2016							7/25/2016	7/25/2018							7/25/2018	0	100	100	Hops	Hops	Zone till																						28.12	silt loam	25.38	63.85	10.77	0.26	94.19	21.11	29.13	3.98	86.21	8.69	74.63	0.8	74.61	695.77	85.5	6.17	95.37	73.2	4.91	552.7	100	435.3	3.4	7	9.6	100	74.46		83627.24	14033.74	3.68E+09	100	1	2	BSk
WA3Cent1b.s1	672	No	No	SHI-0679	SS338	WA	WA3	WA3_Cent1	Cent1	WA3Cent1b	7/25/2018	in-season	46.556	-120.354	0	15	cropland.perennial	perennial	None	Hops	1		7/25/2016							7/25/2016	7/25/2018							7/25/2018	0	100	100	Hops	Hops	Zone till																						28.05	silt loam	27.4	59.72	12.89	0.29	98.1	10.85	13.15	3.38	66.45	5.75	41.05	0.73	67.35	579.29	66.59	7.2	100	156.2	0	469	100	479.2	1.4	5.8	8.1	100	65.27		105469.17	14379.59	4.08E+09	100	1	2	BSk
WA3Cas1a.s1	673	No	No	SHI-0680	SS339	WA	WA3	WA3_Cas1	Cas1	WA3Cas1a	7/25/2018	in-season	46.558	-120.357	0	15	cropland.perennial	perennial	None	Hops	1		7/25/2016							7/25/2016	7/25/2018							7/25/2018	0	100	100	Hops	Hops	Zone till																						27.82	silt loam	30.78	57.29	11.92	0.27	95.75	7.6	9.68	2.55	30.83	4.45	26.68	0.44	30.16	509.41	52.03	7.45	94.42	143.3	0	282.3	100	426.3	0.8	3.3	3.9	100	53.95		62247.77	5256.62	1.10E+09	100	1	2	BSk
WA3Cas1b.s1	674	No	No	SHI-0681	SS340	WA	WA3	WA3_Cas1	Cas1	WA3Cas1b	7/25/2018	in-season	46.559	-120.357	0	15	cropland.perennial	perennial	None	Hops	1		7/25/2016							7/25/2016	7/25/2018							7/25/2018	0	100	100	Hops	Hops	Zone till																						27.01	silt loam	34.05	52.63	13.32	0.25	91.82	7.28	9.38	2.76	39.29	4.57	27.91	0.49	36.15	432.35	35.73	7.72	64.19	136.6	0	329.4	100	432.1	0.6	2.9	4	100	50.45		73051	11173.05	1.99E+09	100	1	2	BSk
WA3Cent2a.s1	675	No	No	SHI-0682	SS341	WA	WA3	WA3_Cent2	Cent2	WA3Cent2a	7/25/2018	in-season	46.566	-120.345	0	15	cropland.perennial	perennial	None	Hops	1		7/25/2016							7/25/2016	7/25/2018							7/25/2018	0	100	100	Hops	Hops	Zone till																						25.66	loam	38.24	45.93	15.83	0.25	92.49	9.16	11.25	3.56	73.31	7.94	66.87	0.72	65.63	593.63	69.36	6.86	100	32	28.6	315.5	100	313.9	4.9	4.8	7.6	100	70.75		70526.14	14757.88	3.26E+09	100	1	2	BSk
WA3Cent2b.s1	676	No	No	SHI-0683	SS342	WA	WA3	WA3_Cent2	Cent2	WA3Cent2b	7/25/2018	in-season	46.566	-120.344	0	15	cropland.perennial	perennial	None	Hops	1		7/25/2016							7/25/2016	7/25/2018							7/25/2018	0	100	100	Hops	Hops	Zone till																						27.22	silt loam	30.61	50.67	18.71	0.27	95.28	11.74	14.23	3.64	76.29	8.04	67.95	0.95	87.67	627.68	75.49	7.26	100	36.9	17.82	392.5	100	439.7	2.2	4.7	6	100	73.47		69700.05	12499.8	2.72E+09	100	1	2	BSk
WA3Cas2a.s1	677	No	No	SHI-0684	SS343	WA	WA3	WA3_Cas2	Cas2	WA3Cas2a	7/25/2018	in-season	46.562	-120.426	0	15	cropland.perennial	perennial	None	Hops	1		7/25/2016							7/25/2016	7/25/2018							7/25/2018	0	100	100	Hops	Hops	Zone till																						30.94	silt loam	10.42	67.45	22.13	0.36	99.92	13.71	16.84	4.54	95.67	5.94	43.27	0.78	72.29	602.59	71.04	6.78	100	74.1	4.75	956.6	100	644.5	1.4	4.7	7.3	100	70.38		90497.03	11940.56	2.76E+09	100	1	2	BSk
WA3Cas2b.s1	678	No	No	SHI-0685	SS344	WA	WA3	WA3_Cas2	Cas2	WA3Cas2b	7/25/2018	in-season	46.562	-120.426	0	15	cropland.perennial	perennial	None	Hops	1		7/25/2016							7/25/2016	7/25/2018							7/25/2018	0	100	100	Hops	Hops	Zone till																						31.77	silt loam	9.35	67.27	23.38	0.36	99.87	16.64	21.25	3.49	70.86	6.1	45.21	0.85	79.61	643.8	78.15	6.69	100	84	2.93	1040.8	100	662.9	1	4.5	7	100	69.79		71439.19	8673.75	2.12E+09	100	1	2	BSk
OR1Cent1a.s1	679	No	No	SHI-0686	SS345	OR	OR4	OR4_Cent1	Cent1	OR1Cent1a	7/28/2018	in-season	45.165	-122.887	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						30.15	silt loam	16.61	60.84	22.55	0.31	98.9	6.7	8.85	3.65	76.61	4.83	30.6	0.3	16.04	536.29	57.77	6.6	100	55.5	8.16	324.1	100	287.8	1.5	2.3	5.8	100	59.69		54758.59	14473.18	2.07E+09	100	1	2	Csb
OR1Cent1b.s1	680	No	No	SHI-0687	SS346	OR	OR4	OR4_Cent1	Cent1	OR1Cent1b	7/28/2018	in-season	45.165	-122.886	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						30.11	silt loam	17.11	60.35	22.55	0.29	98.09	4.59	7.12	3.54	72.62	4.61	28.32	0.26	12.83	487.9	47.39	6.71	100	54.2	8.4	310.8	100	276.8	2.4	2.3	7.6	100	57.48		54337.87	10057.76	1.45E+09	100	1	2	Csb
OR2Cas2a.s1	681	No	No	SHI-0688	SS347	OR	OR5	OR5_Cas2	Cas2	OR2Cas2a	7/28/2018	in-season	45.029	-122.761	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						31.3	silt loam	10.22	68.38	21.4	0.31	98.92	9.33	11.43	3.99	86.44	6.21	46.51	0.41	26.17	527.33	55.87	5.65	24.77	18.7	100	180.2	100	230.5	3	3.5	3.5	100	65.01		84440.34	14905.36	3.00E+09	100	1	2	Csb
OR2Cas2b.s1	682	No	No	SHI-0689	SS348	OR	OR5	OR5_Cas2	Cas2	OR2Cas2b	7/28/2018	in-season	45.029	-122.76	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						31.45	silt loam	10.32	66.97	22.71	0.33	99.5	7.29	9.39	3.7	78.18	5.94	43.2	0.34	19.74	547.04	60.04	5.27	0	18.4	100	166.1	100	197.3	7	10.9	4.8	100	61		84272.11	14831.98	1.67E+09	100	1	2	Csb
OR2Cas1a.s1	683	No	No	SHI-0690	SS349	OR	OR5	OR5_Cas1	Cas1	OR2Cas1a	7/28/2018	in-season	45.03	-122.763	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						31.44	silt loam	10.31	65.85	23.84	0.31	98.95	7.25	9.35	3.72	78.78	4.83	30.68	0.34	19.09	484.32	46.62	5.54	11.86	12	100	133.7	100	176.3	6.5	6	4.3	100	59.53		68253.19	8906.35	1.14E+09	100	1	2	Csb
OR2Cas1b.s1	684	No	No	SHI-0691	SS350	OR	OR5	OR5_Cas1	Cas1	OR2Cas1b	7/28/2018	in-season	45.029	-122.763	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						31.63	silt loam	10.34	66.34	23.33	0.33	99.49	6.35	8.55	3.37	66.07	4.7	29.32	0.29	14.92	396.51	28.79	5.72	35.81	12.5	100	143.9	100	209.1	4.4	3.9	4.6	100	58.29		57902.32	11288.12	1.30E+09	100	1	2	Csb
OR2Cent1a.s1	685	No	No	SHI-0692	SS351	OR	OR5	OR5_Cent1	Cent1	OR2Cent1a	7/28/2018	in-season	45.035	-122.765	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						30.04	silty clay loam	14.24	58.1	27.65	0.35	99.8	14.3	13.8	4.71	78.52	5.63	46.42	0.29	14.92	557.79	46.57	4.76	0	13.8	100	307	100	307.5	20.6	32.2	7.7	100	60		73345.34	13029.16	1.42E+09	100	1	2	Csb
OR2Cent1b.s1	686	No	No	SHI-0693	SS352	OR	OR5	OR5_Cent1	Cent1	OR2Cent1b	7/28/2018	in-season	45.034	-122.767	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						29.69	silty clay loam	15.54	56.15	28.3	0.34	99.68	7.91	7.69	4.84	82.52	5.88	49.74	0.37	22.47	595.42	54.07	5.51	9.37	13.4	100	308.8	100	234	7.8	6.9	5.5	100	62.55		69058.11	14444.77	2.12E+09	100	1	2	Csb
OR2Cent2a.s1	687	No	No	SHI-0694	SS353	OR	OR5	OR5_Cent2	Cent2	OR2Cent2a	7/28/2018	in-season	45.031	-122.768	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						31.94	silt loam	7.76	66.51	25.73	0.33	99.64	9.75	11.89	3.78	80.55	5.54	38.54	0.41	26.17	462.82	42.04	5.25	0	13.3	100	164	100	162.2	8.7	10.9	6.5	100	59.88		78972.65	11379.42	2.20E+09	100	1	2	Csb
OR2Cent2b.s1	688	No	No	SHI-0695	SS354	OR	OR5	OR5_Cent2	Cent2	OR2Cent2b	7/28/2018	in-season	45.03	-122.768	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						31.55	silt loam	8.22	68.6	23.18	0.33	99.6	10.25	12.45	4.28	92.26	6.88	54.59	0.44	30.16	504.03	50.87	5.51	9.37	16.4	100	189.8	100	152.9	6.1	7.9	4.8	100	64.93		75471.58	14964.93	2.47E+09	100	1	2	Csb
OR3Cas2a.s1	689	No	No	SHI-0696	SS355	OR	OR6	OR6_Cas2	Cas2	OR3Cas2a	7/28/2018	in-season	45.112	-122.853	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						29.32	silt loam	20.08	52.92	27	0.27	96.12	8.39	10.46	3.84	82.49	4.8	30.32	0.36	21.08	471.78	43.94	6	81.83	19	100	294.6	100	324.3	3.7	3.5	6.3	100	66.62		62631.14	11857.79	2.22E+09	100	1	2	Csb
OR3Cas2b.s1	690	No	No	SHI-0697	SS356	OR	OR6	OR6_Cas2	Cas2	OR3Cas2b	7/28/2018	in-season	45.112	-122.853	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						29.59	silt loam	19.61	58.69	21.7	0.3	98.2	11.12	13.46	3.54	72.62	5.74	40.9	0.34	19.09	457.44	40.9	5.5	8.63	12	100	205.3	100	239.5	8	6.5	6.1	100	59.38		52973.76	9258.32	1.28E+09	100	1	2	Csb
OR3Cas1a.s1	691	No	No	SHI-0698	SS357	OR	OR6	OR6_Cas1	Cas1	OR3Cas1a	7/28/2018	in-season	45.113	-122.852	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						29.97	silt loam	18.83	62.54	18.64	0.31	98.98	7.99	10.06	3.16	56.95	5.57	38.92	0.34	19.74	432.35	35.73	5.93	72.27	14.9	100	212.7	100	235.1	4.5	3.2	4	100	63.26		54285.57	11317.65	2.08E+09	100	1	2	Csb
OR3Cas1b.s1	692	No	No	SHI-0699	SS358	OR	OR6	OR6_Cas1	Cas1	OR3Cas1b	7/28/2018	in-season	45.113	-122.852	0	15	cropland.perennial	perennial	None	Hops	1		7/28/2016							7/28/2016	7/28/2018							7/28/2018	0	100	100	Hops	Hops	Zone till																						29.64	silt loam	19.46	62.55	17.99	0.31	98.92	9.1	11.18	3.5	71.22	5.85	42.22	0.39	24.66	426.98	34.65	6.26	98.17	18.7	100	238	100	247.7	3	2.6	4.9	100	68.1		62652.63	14124.51	2.26E+09	100	1	2	Csb
CalEX		Yes	Yes																																																																																																			
CalHG		Yes	Yes																																																																																																			
30Oct2018_CalHG		Yes	Yes																																																																																																			
30Oct2018_PCRwater		Yes	Yes																																																																																																			
30Oct2018_Zymo		Yes	Yes																																																																																																			
ID1Cas1a_1		Yes	Yes																																																																																																			
ID1Cas1a_2		Yes	Yes																																																																																																			
ID1Cas1a_3		Yes	Yes																																																																																																			
ID1Cas1b_1		Yes	Yes																																																																																																			
ID1Cas1b_2		Yes	Yes																																																																																																			
ID1Cas1b_3		Yes	Yes																																																																																																			
ID1Cas2a_1		Yes	Yes																																																																																																			
ID1Cas2a_2		Yes	Yes																																																																																																			
ID1Cas2a_3		Yes	Yes																																																																																																			
ID1Cas2b_1		Yes	Yes																																																																																																			
ID1Cas2b_2		Yes	Yes																																																																																																			
ID1Cas2b_3		Yes	Yes																																																																																																			
ID1Cent1a_1		Yes	Yes																																																																																																			
ID1Cent1a_2		Yes	Yes																																																																																																			
ID1Cent1a_3		Yes	Yes																																																																																																			
ID1Cent1b_1		Yes	Yes																																																																																																			
ID1Cent1b_2		Yes	Yes																																																																																																			
ID1Cent1b_3		Yes	Yes																																																																																																			
ID1Cent2a1_1		Yes	Yes																																																																																																			
ID1Cent2a1_2		Yes	Yes																																																																																																			
ID1Cent2a1_3		Yes	Yes																																																																																																			
ID1Cent2a2_1		Yes	Yes																																																																																																			
ID1Cent2a2_2		Yes	Yes																																																																																																			
ID1Cent2a2_3		Yes	Yes																																																																																																			
ID1Cent2b_1		Yes	Yes																																																																																																			
ID1Cent2b_2		Yes	Yes																																																																																																			
ID1Cent2b_3		Yes	Yes																																																																																																			
ID2Cas1a_1		Yes	Yes																																																																																																			
ID2Cas1a_2		Yes	Yes																																																																																																			
ID2Cas1a_3		Yes	Yes																																																																																																			
ID2Cas1b_1		Yes	Yes																																																																																																			
ID2Cas1b_2		Yes	Yes																																																																																																			
ID2Cas1b_3		Yes	Yes																																																																																																			
ID2Cas2a_1		Yes	Yes																																																																																																			
ID2Cas2a_2		Yes	Yes																																																																																																			
ID2Cas2a_3		Yes	Yes																																																																																																			
ID2Cas2b_1		Yes	Yes																																																																																																			
ID2Cas2b_2		Yes	Yes																																																																																																			
ID2Cas2b_3		Yes	Yes																																																																																																			
OR1Cent1a_1		Yes	Yes																																																																																																			
OR1Cent1a_2		Yes	Yes																																																																																																			
OR1Cent1a_3		Yes	Yes																																																																																																			
OR1Cent1b_1		Yes	Yes																																																																																																			
OR1Cent1b_2		Yes	Yes																																																																																																			
OR1Cent1b_3		Yes	Yes																																																																																																			
OR2Cas1a_1		Yes	Yes																																																																																																			
OR2Cas1a_2		Yes	Yes																																																																																																			
OR2Cas1a_3		Yes	Yes																																																																																																			
OR2Cas1b_1		Yes	Yes																																																																																																			
OR2Cas1b_2		Yes	Yes																																																																																																			
OR2Cas1b_3		Yes	Yes																																																																																																			
OR2Cas2a_1		Yes	Yes																																																																																																			
OR2Cas2a_2		Yes	Yes																																																																																																			
OR2Cas2a_3		Yes	Yes																																																																																																			
OR2Cas2b_1		Yes	Yes																																																																																																			
OR2Cas2b_2		Yes	Yes																																																																																																			
OR2Cas2b_3		Yes	Yes																																																																																																			
OR2Cent1a_1		Yes	Yes																																																																																																			
OR2Cent1a_2		Yes	Yes																																																																																																			
OR2Cent1a_3		Yes	Yes																																																																																																			
OR2Cent1b_1		Yes	Yes																																																																																																			
OR2Cent1b_2		Yes	Yes																																																																																																			
OR2Cent1b_3		Yes	Yes																																																																																																			
OR2Cent2a_1		Yes	Yes																																																																																																			
